FECHA;T2M;PRECTOTCORR;RH2M;QV2M;WS2M
22/06/1996;18,66;10,34;79,88;12,96;1,48
23/06/1996;18,67;6,85;79,85;12,93;1,27
24/06/1996;18,23;4,45;80,45;12,64;1,16
25/06/1996;17,24;4,11;82,58;12,24;0,94
26/06/1996;17,25;6,31;86,62;12,89;0,72
27/06/1996;17,52;4,94;85,59;12,91;0,67
28/06/1996;17,84;2,43;85,87;13,14;0,88
29/06/1996;18,08;15,37;87,39;13,66;0,73
30/06/1996;17,06;7,68;89,53;13,14;0,72
1/07/1996;17,05;2,56;84,87;12,41;0,74
2/07/1996;17;2,69;85,76;12,54;0,6
3/07/1996;17,55;2,19;82,13;12,39;0,77
4/07/1996;16,62;27,15;81,22;11,59;0,9
5/07/1996;16,8;4,36;80,27;11,56;0,53
6/07/1996;17,26;5,61;74,38;10,92;0,81
7/07/1996;17,49;2,52;79,38;12,02;0,72
8/07/1996;17,49;4,09;85,48;12,92;0,61
9/07/1996;18,02;7,95;85,99;13,41;0,47
10/07/1996;17,84;10,54;80,44;12,36;1,11
11/07/1996;17,22;3,98;81,57;12,11;1,18
12/07/1996;17,31;1,98;79,56;11,86;1,33
13/07/1996;17,59;2,4;80,55;12,28;0,95
14/07/1996;17,58;3,44;82,2;12,5;0,81
15/07/1996;16,99;4,73;83,66;12,19;1,32
16/07/1996;16,26;1,09;80,87;11,24;1,58
17/07/1996;16,8;1,84;79,86;11,51;1,91
18/07/1996;16,78;1,34;78,84;11,32;2,21
19/07/1996;17,48;4,46;77,86;11,72;1,54
20/07/1996;17,42;7,87;83,33;12,5;0,8
21/07/1996;16,95;6,01;80,79;11,7;2,14
22/07/1996;16,03;1,81;79,7;10,85;2,46
23/07/1996;16,51;3,61;77,93;10,97;1,7
24/07/1996;17,68;1,07;76,4;11,67;0,69
25/07/1996;17,35;8,16;85,65;12,86;0,67
26/07/1996;18,05;10,59;82,79;12,96;0,72
27/07/1996;18,37;3,75;79,33;12,62;0,6
28/07/1996;18,15;2,21;81,74;12,76;0,99
29/07/1996;17,51;1,8;79,01;11,9;1,63
30/07/1996;17,28;0,69;77,48;11,45;1,7
31/07/1996;17,34;0,6;78,64;11,65;1,77
1/08/1996;17,67;0,81;76,69;11,62;1,38
2/08/1996;18,21;1,29;76,19;11,95;1,02
3/08/1996;18,14;1,44;80,18;12,62;1,12
4/08/1996;18,07;2,52;82,38;12,85;0,61
5/08/1996;18,45;0,85;78,61;12,51;0,88
6/08/1996;18,37;0,89;78,59;12,38;1,31
7/08/1996;18,03;0,82;75,39;11,57;2,17
8/08/1996;17,02;4,66;77,01;11,12;1,53
9/08/1996;17,36;12,22;78,24;11,61;0,82
10/08/1996;17,72;3,06;76,63;11,6;1,41
11/08/1996;17,02;0,67;78,27;11,36;1,66
12/08/1996;17,54;0,25;76,12;11,38;1,75
13/08/1996;17,72;0,82;72,37;10,79;1,52
14/08/1996;17,27;0,68;76,32;11,22;1,28
15/08/1996;17,3;3,93;74,44;10,96;1,97
16/08/1996;15,71;0,66;77,08;10,3;2,24
17/08/1996;16,2;0,7;69,9;9,6;1,54
18/08/1996;16,73;15,62;74,6;10,61;1
19/08/1996;17,48;9,71;75,48;11,32;0,76
20/08/1996;18,07;1,11;77,78;12,04;1,36
21/08/1996;17,76;1,13;77,84;11,73;1,54
22/08/1996;17,13;3,04;78,57;11,48;1,02
23/08/1996;17,72;4,36;77,62;11,77;0,96
24/08/1996;18,48;2,77;76,47;12,09;0,78
25/08/1996;18,33;3,15;79,48;12,47;0,79
26/08/1996;17,16;18,54;87,33;12,87;1,05
27/08/1996;17,84;12,65;83,89;12,87;0,63
28/08/1996;18,39;1,46;82,02;12,97;0,56
29/08/1996;19,02;2,45;77,43;12,7;0,72
30/08/1996;18,25;9,39;79,66;12,53;0,66
31/08/1996;18,01;3,79;82;12,75;0,58
1/09/1996;18,53;0,77;79,15;12,59;1,21
2/09/1996;18,18;0,69;77,56;12,09;1,09
3/09/1996;17,96;4,71;81,36;12,54;0,64
4/09/1996;17,34;3,49;83,03;12,34;0,81
5/09/1996;18,09;0,38;80,78;12,5;0,57
6/09/1996;18,07;2,3;78,37;12,09;0,99
7/09/1996;17,71;0,22;72,08;10,84;1,53
8/09/1996;18,45;11,69;75,9;12,11;0,84
9/09/1996;18,76;7,15;83,04;13,48;0,62
10/09/1996;18,48;5,41;78,03;12,33;1,16
11/09/1996;18,38;1,49;76,96;12,11;1,62
12/09/1996;17,75;8,16;75,96;11,5;2,13
13/09/1996;17,69;1,86;77,62;11,78;1,41
14/09/1996;17,95;3,69;78,27;12,06;1,65
15/09/1996;17,81;2,1;73,75;11,22;1,75
16/09/1996;18,11;1,52;77,05;12,06;0,95
17/09/1996;18,29;9,03;79,11;12,48;0,67
18/09/1996;18,51;3,19;79,78;12,75;0,58
19/09/1996;18,5;2,7;80,23;12,83;0,63
20/09/1996;18,85;20,56;77,57;12,62;1,5
21/09/1996;18,44;2,54;77,97;12,29;1,64
22/09/1996;17,92;0,79;75,86;11,47;1,44
23/09/1996;18,28;2,74;75,35;11,74;0,67
24/09/1996;18,07;1,52;81,78;12,76;0,71
25/09/1996;17,91;9,62;81,92;12,61;0,89
26/09/1996;17,54;8,77;76,1;11,39;1,84
27/09/1996;17,41;4,79;76,84;11,47;0,98
28/09/1996;17,78;3,76;79,35;12,12;0,67
29/09/1996;17,74;2,48;78,92;11,95;1,17
30/09/1996;17,57;30,73;78,35;11,84;1,05
1/10/1996;18,29;3,05;78,68;12,38;0,71
2/10/1996;18,77;7,19;76,9;12,43;0,6
3/10/1996;18,81;9,87;74,72;12;0,64
4/10/1996;17,46;2,81;82,78;12,42;0,62
5/10/1996;17,98;6,8;83,16;12,89;0,63
6/10/1996;17,58;4,74;87,24;13,26;0,52
7/10/1996;17,98;19,07;82,65;12,78;0,71
8/10/1996;17,59;4,01;87,51;13,27;0,62
9/10/1996;16,73;18,13;88,89;12,8;0,75
10/10/1996;17,66;8,73;87,47;13,32;0,92
11/10/1996;17,1;3,72;86,6;12,78;0,85
12/10/1996;17,7;6,22;87,78;13,42;1,3
13/10/1996;17,53;14,49;89,29;13,55;1,28
14/10/1996;17,03;24,99;89,42;13,15;1,1
15/10/1996;16,66;28,27;88,02;12,63;0,52
16/10/1996;17,74;2,32;81,41;12,45;0,76
17/10/1996;18,11;1,17;79,66;12,48;0,68
18/10/1996;17,93;19,68;84,42;13,09;0,69
19/10/1996;17,91;3,98;84,32;13;0,5
20/10/1996;18,05;2,26;82,74;12,86;0,5
21/10/1996;18,23;4,95;82,47;12,97;0,77
22/10/1996;17,72;4,93;81,67;12,49;1,08
23/10/1996;17,99;5,95;78,68;12,17;0,82
24/10/1996;18,28;6,03;82,58;13,08;0,66
25/10/1996;18,97;3,69;83,16;13,65;0,86
26/10/1996;19,13;1,72;84,12;14;0,6
27/10/1996;17,97;3,76;88,55;13,81;0,74
28/10/1996;18,16;8,56;86,84;13,66;0,62
29/10/1996;17,86;2,93;87,93;13,61;1,02
30/10/1996;18,28;2,77;82,68;13,11;0,68
31/10/1996;18,72;5,14;81,05;13,18;0,62
1/11/1996;19;2,2;84,62;14,02;0,6
2/11/1996;17,97;1,55;81,47;12,58;0,84
3/11/1996;18,36;2,17;74,49;11,69;0,6
4/11/1996;18,34;0,8;76,47;12,06;1
5/11/1996;18,58;0,23;74,14;11,69;1,05
6/11/1996;18,57;5,14;77,88;12,46;0,84
7/11/1996;18,94;4,17;82,62;13,63;0,64
8/11/1996;18,3;2,09;88,59;14,12;1,39
9/11/1996;17,91;5,28;87,04;13,55;1,31
10/11/1996;18,16;7,59;84,52;13,35;0,68
11/11/1996;18,56;6,26;80,73;12,99;0,72
12/11/1996;18,66;12,56;81,12;13,2;0,81
13/11/1996;17,77;5,98;88,73;13,67;0,78
14/11/1996;18;5,46;88,81;13,87;1,16
15/11/1996;16,27;17,31;91,47;12,85;1,12
16/11/1996;16,53;6,34;89,84;12,8;1,46
17/11/1996;16,8;2,37;88,45;12,77;1,63
18/11/1996;16,32;5,97;91,21;12,84;1,35
19/11/1996;17,08;23,2;88,47;13,02;1,41
20/11/1996;17,22;7,85;87,34;12,93;1,19
21/11/1996;16,95;3,53;86,21;12,52;1,28
22/11/1996;16,2;2,38;88,48;12,28;1,61
23/11/1996;16,1;1,59;87,17;11,97;1,45
24/11/1996;17,08;2,06;86,99;12,78;0,9
25/11/1996;18,28;0,14;80,04;12,61;1,11
26/11/1996;18,33;5,56;79,54;12,6;0,93
27/11/1996;17,11;2,2;88,06;13,03;1,04
28/11/1996;15,87;35,17;90,81;12,44;0,64
29/11/1996;17,22;3,21;87,73;13,04;0,64
30/11/1996;17,15;3,83;89,78;13,3;0,64
1/12/1996;17,88;3,07;86,51;13,37;0,62
2/12/1996;17,07;11,59;90,69;13,41;0,82
3/12/1996;17,15;4,13;87,15;12,9;0,93
4/12/1996;16,98;10,26;87,74;12,89;1
5/12/1996;17,17;11,88;88,1;13,04;0,82
6/12/1996;16,87;9,41;89,36;12,99;0,99
7/12/1996;18,38;2,1;78,93;12,5;0,67
8/12/1996;18,12;0,94;81,68;12,75;0,6
9/12/1996;16,76;4,18;88,85;12,85;1,19
10/12/1996;18,15;1,74;83,76;13,14;1,03
11/12/1996;17,88;13,12;82,5;12,7;0,8
12/12/1996;16,54;23,23;92,31;13,2;0,51
13/12/1996;17,43;1,53;83,36;12,45;0,8
14/12/1996;18,06;4,39;81,74;12,71;0,78
15/12/1996;18,2;2,09;81,59;12,83;1,21
16/12/1996;18,23;0,46;80,46;12,64;1,23
17/12/1996;18,15;0,01;78,94;12,33;1,45
18/12/1996;18,2;0,05;79,35;12,45;1,52
19/12/1996;18,06;1,11;81,39;12,73;0,76
20/12/1996;18,74;3,78;78,57;12,73;0,94
21/12/1996;18,88;0,62;79,92;13,1;0,79
22/12/1996;18,69;0,09;80,1;12,95;0,78
23/12/1996;18,76;3,06;79,89;13;0,86
24/12/1996;19,27;0,38;82,22;13,76;0,74
25/12/1996;19,46;0,75;82,91;14,1;1,18
26/12/1996;19,34;0,41;80,33;13,48;1,02
27/12/1996;18,61;0,75;83,55;13,47;0,88
28/12/1996;17,39;4,08;88,02;13,2;1,09
29/12/1996;17,6;1,37;86,38;13,09;0,81
30/12/1996;17,53;4,25;88,13;13,33;1,01
31/12/1996;18,05;0,97;86,58;13,5;0,9
1/01/1997;17,7;3,22;88,41;13,55;0,88
2/01/1997;17,29;4,17;89,83;13,42;1,25
3/01/1997;16,96;0,72;88,23;12,85;1,4
4/01/1997;17,36;0,01;87,02;12,97;1,01
5/01/1997;17,24;0,48;85,93;12,72;0,77
6/01/1997;17,19;0,64;87,94;12,98;1,01
7/01/1997;17,8;2,57;87,59;13,45;0,99
8/01/1997;18,2;3,27;83,47;13,06;0,6
9/01/1997;16,93;7,04;91,49;13,41;0,57
10/01/1997;16,82;18,38;88,32;12,79;0,61
11/01/1997;16,64;8,87;90,22;12,92;0,93
12/01/1997;16,55;1,49;89,9;12,79;1,25
13/01/1997;16,93;1,1;87,77;12,75;1,26
14/01/1997;17,46;0,68;84,84;12,71;0,97
15/01/1997;17,53;3,78;87,96;13,29;0,94
16/01/1997;17,79;6,59;88,01;13,51;0,63
17/01/1997;17,35;2,77;89,64;13,41;0,89
18/01/1997;17,19;1,39;88,17;13,03;1,37
19/01/1997;17,03;0,61;87,54;12,8;0,97
20/01/1997;16,5;1,36;88,33;12,53;0,89
21/01/1997;17,56;0,95;82,9;12,42;0,86
22/01/1997;17,41;0,92;86,69;12,98;0,9
23/01/1997;17,31;2,25;86,92;12,9;1,33
24/01/1997;17,21;2,6;84,99;12,56;0,83
25/01/1997;17,74;4,61;84,16;12,84;0,77
26/01/1997;17,59;3,07;86,06;13,05;0,81
27/01/1997;17,62;0,81;86,01;13,02;0,86
28/01/1997;17,98;0,84;84,54;13,04;0,95
29/01/1997;17,58;0,66;87,08;13,18;1,25
30/01/1997;17,3;1,74;86,89;12,93;1,23
31/01/1997;16,73;5,23;84,81;12,2;0,7
1/02/1997;17,52;8,41;85,76;12,97;0,94
2/02/1997;18,42;9,54;77,7;12,28;1,03
3/02/1997;18,34;4,94;80,12;12,73;0,92
4/02/1997;17,22;3,45;85,54;12,68;0,93
5/02/1997;16,96;4,75;86,43;12,58;1,16
6/02/1997;17,77;2,82;82,47;12,58;0,84
7/02/1997;18,15;8,24;84,26;13,23;0,71
8/02/1997;17,36;5,55;85,38;12,76;0,68
9/02/1997;17,78;1,55;83,66;12,82;0,64
10/02/1997;18,13;9,86;83,65;13,11;0,82
11/02/1997;18,07;7,23;81,75;12,73;0,85
12/02/1997;17,29;9,18;83,68;12,51;0,63
13/02/1997;18,92;2,23;78,01;12,77;1,13
14/02/1997;19,31;5,01;79,26;13,29;1,63
15/02/1997;19,1;2,79;80,71;13,38;1,29
16/02/1997;18,53;1,13;81,65;13,06;0,91
17/02/1997;17,71;4,4;83,6;12,79;0,97
18/02/1997;18,59;2,76;80,21;12,9;0,84
19/02/1997;18,56;1,55;73,82;11,7;1,86
20/02/1997;18,93;2,21;76,48;12,59;1,1
21/02/1997;19,52;0,71;78,87;13,39;1,02
22/02/1997;20,11;3,91;79,13;13,9;1,38
23/02/1997;19,67;0,66;79,22;13,61;1,5
24/02/1997;19,34;0,1;76,8;12,93;1,39
25/02/1997;19,4;0,11;77,38;13,1;1,34
26/02/1997;18,63;2,36;77,51;12,54;1,77
27/02/1997;19,65;0,23;76,97;13,17;2,2
28/02/1997;19,68;0,54;76,93;13,14;1,91
1/03/1997;19,21;1,33;80,44;13,39;0,93
2/03/1997;18,77;1,83;81,99;13,46;1,3
3/03/1997;18,54;1,25;81,12;13,08;1,34
4/03/1997;18,5;0,47;72,25;11,31;1,15
5/03/1997;18,17;0,64;70,06;10,65;1,37
6/03/1997;18,64;0,36;71,64;11,33;1,63
7/03/1997;19,29;0,44;73,58;12,29;1,89
8/03/1997;19,63;0,81;76,69;13,1;1,94
9/03/1997;20,07;3,48;76,64;13,49;1,85
10/03/1997;19,96;2,82;76,35;13,36;1,89
11/03/1997;20,09;6,38;76,9;13,58;1,44
12/03/1997;19,72;11,25;78,33;13,5;1,51
13/03/1997;20,16;9,08;78,68;13,94;1,03
14/03/1997;20,51;0,43;78,43;14,1;1,35
15/03/1997;20,7;4,75;80,51;14,71;0,8
16/03/1997;19,77;10,62;86,77;15,11;0,61
17/03/1997;18,94;8,31;84,49;13,94;0,62
18/03/1997;18,47;12,01;85,2;13,62;1,05
19/03/1997;18,28;5,87;87,45;13,83;0,87
20/03/1997;18,68;1,56;84,13;13,54;1,45
21/03/1997;17,88;1,13;85,94;13,2;1,6
22/03/1997;18,69;0,33;80,96;13,01;1,33
23/03/1997;17,81;0,48;86,58;13,3;1,19
24/03/1997;18,33;1,77;83,59;13,2;1,01
25/03/1997;18,35;0,26;83,21;13,18;0,68
26/03/1997;17,53;0,95;86,59;13,11;0,9
27/03/1997;17,3;0,34;87,48;13,02;1,49
28/03/1997;17,28;0,09;85,59;12,74;1,2
29/03/1997;18,41;0,06;81,78;12,93;1,06
30/03/1997;18,31;6,66;82,02;12,93;0,92
31/03/1997;18,51;4,5;86,34;13,87;0,78
1/04/1997;18,57;11,12;86,56;13,94;1,09
2/04/1997;19,27;4,84;82,44;13,79;0,81
3/04/1997;19,3;1,61;82,26;13,8;0,93
4/04/1997;19,71;5,1;79,42;13,65;0,81
5/04/1997;19,58;3,13;79,94;13,72;0,71
6/04/1997;18,91;9,77;83,34;13,76;0,81
7/04/1997;18,95;13,86;83,7;13,76;0,88
8/04/1997;18,82;3,46;84,86;13,9;0,85
9/04/1997;18,91;9,41;82,01;13,46;0,92
10/04/1997;19,37;12,48;79,78;13,48;0,84
11/04/1997;19,52;6,96;80,61;13,75;0,78
12/04/1997;19,56;11,47;80,31;13,79;1,1
13/04/1997;19,59;2,5;79,88;13,66;0,93
14/04/1997;18,98;11,44;85,54;14,15;0,64
15/04/1997;19,67;0,93;78,38;13,37;0,93
16/04/1997;19,66;1,38;78,03;13,3;1,06
17/04/1997;19,59;26,25;79,34;13,5;1,2
18/04/1997;18,25;10,56;86,2;13,68;0,59
19/04/1997;18,59;3,41;82,66;13,31;0,84
20/04/1997;18,91;11,66;80,92;13,34;0,89
21/04/1997;18,54;6,44;79,36;12,68;1,21
22/04/1997;18,2;10,54;79,44;12,48;0,92
23/04/1997;17,43;4,62;86,83;13,06;0,62
24/04/1997;18,28;13,08;86,73;13,71;0,67
25/04/1997;18,98;4,65;84,44;13,86;0,59
26/04/1997;18,94;4,68;82,62;13,57;0,65
27/04/1997;19,02;3,79;83,57;13,79;0,6
28/04/1997;19,62;1,05;77,6;13,1;0,97
29/04/1997;18,77;3,66;71,48;11,33;1,19
30/04/1997;18,42;1,68;78,09;12,42;0,98
1/05/1997;18,43;6,11;77,61;12,32;1,55
2/05/1997;19,18;11,8;78,84;13,23;1,34
3/05/1997;18,58;12,26;80,4;12,91;1,99
4/05/1997;18;2,55;78,71;12,22;1,72
5/05/1997;17,81;6,16;82,08;12,65;1,29
6/05/1997;18,28;1,04;82,07;12,99;1,16
7/05/1997;18,75;2,7;80,35;13,09;1,08
8/05/1997;19,06;3,19;80,82;13,39;1,16
9/05/1997;18,44;4,92;83,36;13,34;1,13
10/05/1997;18,13;8,89;85,31;13,39;0,94
11/05/1997;17,57;13,04;89,42;13,61;0,76
12/05/1997;17,19;14,55;87,23;12,93;1,2
13/05/1997;18,23;1,73;79,84;12,59;0,92
14/05/1997;18,88;1,68;82,44;13,51;0,74
15/05/1997;18,21;5,4;85,35;13,48;0,76
16/05/1997;18,64;1,24;78,43;12,62;1,59
17/05/1997;18,3;2,95;79,59;12,62;1,41
18/05/1997;19,23;1,37;76,91;12,84;1,82
19/05/1997;19,75;16,2;76,04;13,25;1,78
20/05/1997;18,85;4,02;76,69;12,59;2,25
21/05/1997;19,06;3,26;77,84;12,9;1,64
22/05/1997;19,39;3,53;78,48;13,29;1,41
23/05/1997;19,18;4,25;78,61;13,12;1,04
24/05/1997;19,02;5,71;81,11;13,46;1,34
25/05/1997;18,66;6,66;81,06;13,08;1,65
26/05/1997;18;42,28;84,53;13,21;1,1
27/05/1997;18,37;7,42;84,53;13,48;0,77
28/05/1997;17,79;6,69;85,45;13,18;0,97
29/05/1997;18,39;2,91;78,86;12,51;1,55
30/05/1997;18,26;4,96;78,9;12,47;1,04
31/05/1997;18,82;7,79;80,98;13,27;0,87
1/06/1997;18,47;4,65;83,31;13,33;0,83
2/06/1997;19,12;2,03;79,3;13,16;0,84
3/06/1997;18,66;1,46;82,84;13,47;0,73
4/06/1997;17,73;5,35;90,54;13,96;0,49
5/06/1997;18,21;9,14;83,34;13,15;0,59
6/06/1997;18,78;10,26;80,25;13,08;0,93
7/06/1997;18,39;6,59;81,05;12,83;0,83
8/06/1997;17,3;14,11;90,12;13,5;0,72
9/06/1997;16,96;5,44;89,71;13,14;0,43
10/06/1997;18,46;3,23;79,78;12,77;0,78
11/06/1997;18,7;0,56;80,38;13,05;0,91
12/06/1997;18,35;6,35;82,13;13,09;0,62
13/06/1997;18,28;1,31;77,76;12,27;1,14
14/06/1997;18,29;6,36;80;12,62;1,37
15/06/1997;18,01;3,59;80;12,38;1,12
16/06/1997;18,07;2,91;79,98;12,47;0,74
17/06/1997;18,69;1,18;77,62;12,49;1,04
18/06/1997;17,61;24,91;83,14;12,61;1,24
19/06/1997;17,56;13,01;81,97;12,42;0,88
20/06/1997;17,67;2,95;78,25;11,85;1,36
21/06/1997;17,33;2,01;75,92;11,22;1,13
22/06/1997;18,3;0,38;75,6;11,97;0,88
23/06/1997;18,59;6,98;75,04;12,05;1,25
24/06/1997;18,08;5,5;79,68;12,48;1,06
25/06/1997;18,49;8,86;79,74;12,81;0,94
26/06/1997;17,62;4,8;84,95;12,94;0,44
27/06/1997;18,37;3,8;79,57;12,63;0,54
28/06/1997;18,65;1,01;75,47;12,18;1,18
29/06/1997;17,08;13,28;80,87;11,86;1,75
30/06/1997;16,96;4,91;80,85;11,75;2
1/07/1997;16,76;0,43;78,07;11,16;2,36
2/07/1997;16,74;0,53;76,9;10,97;2,03
3/07/1997;17,13;2,26;76,35;11,16;1,94
4/07/1997;17,48;1,5;76,89;11,5;2,22
5/07/1997;18,01;4,33;76,88;12;2,37
6/07/1997;18,14;8,78;77,24;12,12;1,9
7/07/1997;18,22;1,76;80,02;12,67;1,16
8/07/1997;18,36;4,38;78,18;12,35;1,87
9/07/1997;17,71;0,5;77,54;11,81;1,32
10/07/1997;18,04;0,08;76,49;11,79;1,51
11/07/1997;17,88;6,91;78,85;12,16;1,84
12/07/1997;18,46;2,96;76,4;12,2;2,32
13/07/1997;18,43;16,16;76,04;12,14;2,44
14/07/1997;18,29;14,82;77,09;12,16;2,28
15/07/1997;18,87;0,23;76,39;12,46;1,5
16/07/1997;18,8;3,44;76,07;12,42;1,25
17/07/1997;18,11;1,05;76,25;11,86;2
18/07/1997;17,48;0,5;76,7;11,44;2,86
19/07/1997;17,34;0,11;75,43;11,11;2,61
20/07/1997;17,72;0,49;76,61;11,69;1,96
21/07/1997;17,49;1,16;77,08;11,56;2,38
22/07/1997;17,97;2,47;78,18;12,14;2,64
23/07/1997;17,63;3,24;79,98;12,14;2,86
24/07/1997;17,49;1,56;80,16;12,02;3,34
25/07/1997;16,55;2,6;81,87;11,59;2,92
26/07/1997;16,45;0,37;78,14;10,93;3
27/07/1997;16,62;0,19;75,3;10,62;2,85
28/07/1997;16,63;2,38;75,48;10,76;1,17
29/07/1997;18,18;9,02;77,43;12,04;0,72
30/07/1997;18,24;2,58;81,07;12,64;0,82
31/07/1997;18,72;0,51;79,45;12,81;1,23
1/08/1997;18,5;3,89;73,72;11,68;2,07
2/08/1997;17,73;5,9;76,78;11,58;1,87
3/08/1997;18,28;0,66;74,42;11,63;1,55
4/08/1997;17,49;0,1;77,15;11,49;2,69
5/08/1997;17,6;0,39;77,74;11,7;2,75
6/08/1997;18,4;1,93;76,27;12,03;2,32
7/08/1997;17,23;2,29;78,29;11,45;3,09
8/08/1997;16,59;5,3;77,7;10,93;3,05
9/08/1997;16,3;3,51;82,3;11,48;1,62
10/08/1997;16,99;0,25;77,62;11,23;1,75
11/08/1997;17,67;0,07;76,44;11,61;0,98
12/08/1997;18,79;0,37;76,36;12,36;0,97
13/08/1997;18,28;7,17;78,34;12,38;1,51
14/08/1997;18,35;5,91;76,64;12,1;1,78
15/08/1997;18,52;1,15;74,67;11,79;2,35
16/08/1997;18,45;0,12;74,27;11,7;2,42
17/08/1997;17,99;0,03;75,44;11,52;2,41
18/08/1997;18,66;0,13;74,36;11,89;1,14
19/08/1997;18,43;8,13;75,25;11,88;1,91
20/08/1997;17,77;0,28;72,12;10,8;2,81
21/08/1997;18,25;0,01;73,65;11,43;2,33
22/08/1997;18,04;0,01;72,62;11,1;2,31
23/08/1997;18,16;0,06;72,68;11,28;2,22
24/08/1997;18,5;0;75,21;11,87;1,65
25/08/1997;19,46;6,36;75,64;12,75;1,92
26/08/1997;18,39;5,92;76,77;12,1;2,8
27/08/1997;17,9;0,1;73,7;11,15;3,28
28/08/1997;17,78;0;72,69;10,95;2,99
29/08/1997;17,48;0;69,39;10,2;2,36
30/08/1997;18,06;1,86;71,49;11,04;0,82
31/08/1997;18,84;12,66;75,83;12,29;0,81
1/09/1997;18,48;8,28;75,85;12,05;1,67
2/09/1997;18,21;7,78;75,94;11,79;1,5
3/09/1997;18,68;1,49;74,1;11,79;1,52
4/09/1997;19,29;6,41;75,19;12,53;0,81
5/09/1997;19,17;8,19;78,87;13,08;0,8
6/09/1997;18,88;5,9;80,63;13,12;1,04
7/09/1997;19,03;11,05;78,69;12,97;1,1
8/09/1997;18,95;7,52;78,66;12,85;0,93
9/09/1997;18,71;12,69;81,03;13;0,78
10/09/1997;18,73;2,8;79,47;12,85;1,27
11/09/1997;18,73;4,02;76,31;12,34;1,7
12/09/1997;18,71;0,97;73,87;11,81;1,69
13/09/1997;18,89;0,37;68,5;10,95;1,65
14/09/1997;18,45;0,47;73,52;11,48;1,49
15/09/1997;18,56;5,38;72,49;11,34;2,12
16/09/1997;17,8;1,04;71,22;10,66;2,16
17/09/1997;18,53;10,45;71,17;11,28;1,54
18/09/1997;18,77;3,86;74,33;11,87;1,22
19/09/1997;18,43;2,04;79,23;12,47;0,76
20/09/1997;18,45;9,43;80,05;12,72;0,76
21/09/1997;18,49;17,45;80,35;12,8;0,66
22/09/1997;19,06;8,87;82,26;13,54;0,89
23/09/1997;18,11;15,74;87,81;13,79;0,85
24/09/1997;18,32;5,64;83,4;13,14;0,76
25/09/1997;18,74;13,2;81,71;13,14;0,74
26/09/1997;18,74;6,68;78,18;12,53;1,39
27/09/1997;18,09;0,52;78,55;12,13;1,05
28/09/1997;18,18;0,2;74,58;11,52;1,65
29/09/1997;18,22;2,31;74,31;11,58;1,16
30/09/1997;18,74;1,82;72,46;11,71;0,78
1/10/1997;19,23;2,01;81,87;13,73;0,66
2/10/1997;18;4,51;84,39;13,16;1,04
3/10/1997;17,8;0,98;78,84;12,1;0,98
4/10/1997;18,91;1,09;75,75;12,31;0,95
5/10/1997;18,93;4,88;77,61;12,53;0,78
6/10/1997;18,78;1,94;74,74;11,82;1,33
7/10/1997;18,25;0,3;76,98;12,06;1,64
8/10/1997;18,27;1,47;74,46;11,61;1,7
9/10/1997;18,54;5,79;72,66;11,65;0,81
10/10/1997;19,28;4,8;77,8;13,02;0,51
11/10/1997;17,9;5,41;88,47;13,75;1,14
12/10/1997;17,95;1,72;86,77;13,48;0,92
13/10/1997;18,53;1,62;87,01;13,99;1,09
14/10/1997;18,71;2,95;86,2;13,98;1,16
15/10/1997;19,02;7;83,36;13,75;1,09
16/10/1997;18,05;13,11;89,4;14,01;0,97
17/10/1997;17,82;14,52;87,29;13,46;0,5
18/10/1997;17,31;5,14;83,87;12,45;0,55
19/10/1997;18,77;0,84;78,33;12,57;1,03
20/10/1997;19,2;6,05;76,94;12,78;1,11
21/10/1997;19,33;2,58;74,13;12,36;1,06
22/10/1997;19,43;0,13;77,01;13,04;0,8
23/10/1997;19,04;0,2;80,43;13,26;0,98
24/10/1997;19,38;0,71;72,32;11,87;1,67
25/10/1997;19,66;1,32;76,22;13;1,1
26/10/1997;20,22;0,9;78,19;13,81;1,5
27/10/1997;20,24;1,34;78,01;13,94;0,98
28/10/1997;20,48;0,23;77,16;13,9;0,73
29/10/1997;20,06;10,17;78,91;13,82;1,41
30/10/1997;19,72;4,61;75,69;12,85;1,73
31/10/1997;20,11;4,82;77,36;13,65;0,74
1/11/1997;19,69;2,61;83,41;14,37;0,77
2/11/1997;19,8;4,64;83,96;14,56;0,66
3/11/1997;19,22;9,24;85,67;14,44;0,72
4/11/1997;19,32;6,48;83,37;14,1;0,65
5/11/1997;18,38;7,09;90,03;14,46;0,44
6/11/1997;18,56;5,35;83,68;13,5;0,87
7/11/1997;17,49;6,56;86,16;13,07;0,86
8/11/1997;17,28;1,81;88,66;13,29;0,7
9/11/1997;17,04;0,74;90,28;13,28;0,5
10/11/1997;18,46;3,39;84,63;13,48;0,62
11/11/1997;18,32;2,44;84,05;13,3;1,04
12/11/1997;17,16;7,95;91,49;13,61;0,8
13/11/1997;16,85;8,68;90,41;13,18;1,15
14/11/1997;16,75;1,87;87,81;12,64;1,49
15/11/1997;16,94;1,73;87,57;12,75;1,45
16/11/1997;17,56;2,9;84,66;12,75;0,85
17/11/1997;17,84;3,36;81,28;12,5;0,64
18/11/1997;18,66;3,66;82,97;13,41;0,76
19/11/1997;18,44;5,29;84,65;13,52;0,66
20/11/1997;18;10,63;89,26;13,97;0,66
21/11/1997;18,62;2,52;86,5;14;0,74
22/11/1997;19,71;0,54;77,04;13,28;1,07
