Date,Open,High,Low,Close,Adj Close,Volume
1997-06-01,1.510417,1.708333,1.375000,1.541667,1.541667,53163600
1997-07-01,1.541667,2.572917,1.510417,2.395833,2.395833,108614400
1997-08-01,2.343750,2.416667,1.937500,2.338542,2.338542,31906800
1997-09-01,2.343750,4.812500,2.312500,4.338542,4.338542,107862000
1997-10-01,4.437500,5.500000,3.520833,5.083333,5.083333,105187200
1997-11-01,5.218750,5.218750,3.666667,4.125000,4.125000,67797600
1997-12-01,4.239583,5.041667,4.135417,5.020833,5.020833,64982400
1998-01-01,5.000000,5.343750,4.145833,4.916667,4.916667,112080000
1998-02-01,4.947917,6.635417,4.770833,6.416667,6.416667,130621200
1998-03-01,6.322917,7.354167,5.833333,7.127604,7.127604,206818800
1998-04-01,7.104167,8.333333,6.427083,7.645833,7.645833,354868800
1998-05-01,7.729167,7.989583,6.645833,7.343750,7.343750,174870000
1998-06-01,7.333333,17.458332,6.875000,16.625000,16.625000,583878600
1998-07-01,16.968750,24.500000,15.708333,18.479168,18.479168,663946800
1998-08-01,18.291668,22.916668,13.854167,13.958333,13.958333,440607600
1998-09-01,12.687500,20.000000,10.833333,18.604168,18.604168,677835600
1998-10-01,18.000000,21.635418,13.333333,21.072918,21.072918,504444600
1998-11-01,21.354168,38.854168,20.125000,32.000000,32.000000,651789600
1998-12-01,30.916668,60.312500,30.333332,53.541668,53.541668,724218000
1999-01-01,54.614582,99.562500,46.281250,58.468750,58.468750,646348800
1999-02-01,58.875000,65.000000,42.125000,64.062500,64.062500,318146000
1999-03-01,63.500000,89.000000,57.000000,86.093750,86.093750,331010000
1999-04-01,89.687500,110.625000,75.500000,86.031250,86.031250,363285400
1999-05-01,83.437500,83.531250,52.250000,59.375000,59.375000,303767800
1999-06-01,55.750000,64.750000,44.875000,62.562500,62.562500,364747400
1999-07-01,62.625000,71.250000,48.750000,50.031250,50.031250,388650400
1999-08-01,49.187500,67.781250,41.000000,62.187500,62.187500,459085800
1999-09-01,63.500000,85.000000,57.375000,79.937500,79.937500,321616800
1999-10-01,77.000000,90.000000,65.875000,70.625000,70.625000,254311500
1999-11-01,68.062500,96.875000,61.000000,85.062500,85.062500,281070200
1999-12-01,87.250000,113.000000,76.000000,76.125000,76.125000,246476100
2000-01-01,81.500000,91.500000,58.437500,64.562500,64.562500,262209000
2000-02-01,67.500000,85.937500,63.062500,68.875000,68.875000,207457700
2000-03-01,67.625000,75.250000,60.000000,67.000000,67.000000,156584600
2000-04-01,65.437500,68.625000,40.812500,55.187500,55.187500,162012500
2000-05-01,56.000000,62.375000,40.437500,48.312500,48.312500,130688600
2000-06-01,48.875000,58.125000,32.468750,36.312500,36.312500,203140900
2000-07-01,36.687500,43.937500,27.875000,30.125000,30.125000,198524600
2000-08-01,30.625000,43.968750,29.312500,41.500000,41.500000,144464700
2000-09-01,42.125000,49.625000,35.500000,38.437500,38.437500,133739700
2000-10-01,38.187500,38.437500,19.375000,36.625000,36.625000,246733500
2000-11-01,35.812500,40.875000,22.125000,24.687500,24.687500,159338900
2000-12-01,24.937500,27.625000,14.875000,15.562500,15.562500,202112900
2001-01-01,15.812500,22.375000,13.562500,17.312500,17.312500,210486800
2001-02-01,17.187500,17.187500,9.937500,10.187500,10.187500,167374100
2001-03-01,9.875000,14.000000,9.562500,10.230000,10.230000,167635900
2001-04-01,10.330000,18.160000,8.100000,15.780000,15.780000,189780400
2001-05-01,15.900000,17.600000,13.100000,16.690001,16.690001,144686700
2001-06-01,17.219999,17.920000,11.200000,14.150000,14.150000,136695900
2001-07-01,14.100000,17.420000,11.070000,12.490000,12.490000,172078700
2001-08-01,12.730000,12.860000,8.550000,8.940000,8.940000,100687300
2001-09-01,8.950000,9.190000,5.670000,5.970000,5.970000,126843400
2001-10-01,5.910000,9.990000,5.510000,6.980000,6.980000,169882800
2001-11-01,7.080000,12.400000,6.600000,11.320000,11.320000,310965300
2001-12-01,11.020000,12.800000,9.510000,10.820000,10.820000,212455500
2002-01-01,10.930000,15.770000,9.030000,14.190000,14.190000,322739200
2002-02-01,14.070000,14.750000,11.060000,14.100000,14.100000,163988900
2002-03-01,14.130000,16.959999,13.550000,14.300000,14.300000,164817800
2002-04-01,14.280000,17.049999,12.520000,16.690001,16.690001,158958600
2002-05-01,16.549999,20.400000,15.750000,18.230000,18.230000,154840500
2002-06-01,18.309999,19.160000,14.680000,16.250000,16.250000,142617800
2002-07-01,16.170000,17.160000,12.260000,14.450000,14.450000,176592200
2002-08-01,14.310000,15.990000,12.780000,14.940000,14.940000,115341600
2002-09-01,14.710000,17.930000,14.240000,15.930000,15.930000,146027000
2002-10-01,16.230000,20.260000,16.010000,19.360001,19.360001,203538600
2002-11-01,19.219999,24.500000,18.200001,23.350000,23.350000,206336300
2002-12-01,24.150000,25.000000,18.430000,18.889999,18.889999,155610600
2003-01-01,19.190001,23.280001,18.549999,21.850000,21.850000,169197200
2003-02-01,21.940001,22.500000,19.610001,22.010000,22.010000,115941900
2003-03-01,22.150000,28.040001,21.360001,26.030001,26.030001,164093600
2003-04-01,25.549999,29.190001,24.129999,28.690001,28.690001,219644300
2003-05-01,28.680000,36.090000,28.150000,35.889999,35.889999,190833800
2003-06-01,36.500000,37.240002,32.830002,36.320000,36.320000,171470800
2003-07-01,36.330002,43.099998,34.000000,41.639999,41.639999,229239500
2003-08-01,41.410000,46.950001,38.279999,46.320000,46.320000,150718900
2003-09-01,46.520000,51.299999,44.730000,48.430000,48.430000,202836400
2003-10-01,48.369999,61.150002,47.509998,54.430000,54.430000,288225300
2003-11-01,54.799999,57.490002,47.669998,53.970001,53.970001,181979000
2003-12-01,54.400002,54.939999,47.000000,52.619999,52.619999,193675200
2004-01-01,52.759998,57.820000,48.599998,50.400002,50.400002,217934700
2004-02-01,50.650002,50.650002,42.230000,43.009998,43.009998,185747700
2004-03-01,43.020000,45.060001,39.150002,43.279999,43.279999,154770500
2004-04-01,43.450001,49.099998,43.299999,43.599998,43.599998,162636600
2004-05-01,43.480000,48.680000,40.549999,48.500000,48.500000,150196500
2004-06-01,47.869999,54.700001,47.700001,54.400002,54.400002,161251200
2004-07-01,53.799999,54.040001,37.380001,38.919998,38.919998,202437000
2004-08-01,38.450001,40.830002,34.849998,38.139999,38.139999,180022400
2004-09-01,38.230000,44.279999,37.360001,40.860001,40.860001,176176900
2004-10-01,41.290001,42.700001,33.000000,34.130001,34.130001,208568400
2004-11-01,34.220001,41.500000,34.150002,39.680000,39.680000,168474900
2004-12-01,40.000000,45.680000,37.990002,44.290001,44.290001,176014800
2005-01-01,44.950001,45.439999,40.259998,43.220001,43.220001,194935200
2005-02-01,43.000000,43.540001,33.200001,35.180000,35.180000,218655100
2005-03-01,35.060001,36.430000,32.820000,34.270000,34.270000,119566600
2005-04-01,34.630001,35.340000,30.600000,32.360001,32.360001,162491300
2005-05-01,32.299999,36.040001,32.099998,35.509998,35.509998,116947800
2005-06-01,35.570000,36.990002,32.930000,33.090000,33.090000,106233600
2005-07-01,33.240002,45.810001,32.790001,45.150002,45.150002,182601100
2005-08-01,44.880001,46.970001,41.910000,42.700001,42.700001,114751100
2005-09-01,42.520000,45.840000,40.500000,45.299999,45.299999,104700400
2005-10-01,45.330002,47.000000,38.720001,39.860001,39.860001,146980100
2005-11-01,39.970001,49.430000,39.650002,48.459999,48.459999,216455300
2005-12-01,48.880001,50.000000,47.139999,47.150002,47.150002,121167800
2006-01-01,47.470001,48.580002,43.099998,44.820000,44.820000,123410300
2006-02-01,43.919998,44.689999,37.049999,37.439999,37.439999,165544700
2006-03-01,37.450001,37.830002,35.139999,36.529999,36.529999,122178100
2006-04-01,36.669998,38.840000,35.009998,35.209999,35.209999,106758600
2006-05-01,35.189999,36.500000,31.520000,34.610001,34.610001,146896000
2006-06-01,34.630001,38.840000,32.419998,38.680000,38.680000,115117400
2006-07-01,38.520000,38.619999,25.959999,26.889999,26.889999,228663400
2006-08-01,26.549999,30.990000,25.760000,30.830000,30.830000,159186800
2006-09-01,30.850000,32.810001,29.680000,32.119999,32.119999,146018700
